index,BART,source,A,B,AxB_A,AxB_B,AxB_NotSure,A_fluency,B_fluency,SxA_S,SxA_A,SxA_NotSure,SxB_S,SxB_B,SxB_NotSure
202,False,"Aaron S. Daggett was born in Greene , Maine , he fought at the Battle of Gettysburg and was awarded the Purple Heart .","Aaron S Daggett fought at the Battle of Gettysburg and was awarded the Purple Heart . Aaron S. Daggett was born in Greene , Maine .","Aaron S Daggett fought at the Battle of Gettysburg . Aaron S Daggett was awarded the Purple Heart . Aaron S. Daggett was born in Greene , Maine .",4,3,0,30,29,5,2,0,2,5,0
203,True,"Located in Manhattan , Asser Levy Public Baths were constructed in 1904 and added to the National Register of Historic Places on 23rd April 1980 where it has the reference number 80002709 .",Asser Levy Public Baths in Manhattan were constructed in 1904 . They were added to the National Register of Historic Places on 23rd April 1980 with the reference number 80002709 .,"Asser Levy Public Baths constructed in 1904 is located in Manhattan . It was added to the National Register of Historic Places on April 23 , 1980 . Asser Levy Public Baths has the reference number 80002709 in the National Register of Historic Places .",4,3,0,31,25,2,5,0,2,5,0
204,False,"Located in Manhattan , Asser Levy Public Baths were constructed in 1904 and added to the National Register of Historic Places on 23rd April 1980 where it has the reference number 80002709 .",Asser Levy Public Baths are located in Manhattan and were constructed in 1904 . The Baths were added to the National Register of Historic Places on 1980-04-23 under reference 80002709 .,"Asser Levy Public Baths constructed in 1904 is located in Manhattan . It was added to the National Register of Historic Places on April 23 , 1980 . Asser Levy Public Baths has the reference number 80002709 in the National Register of Historic Places .",4,3,0,31,25,2,5,0,2,5,0
205,True,Anders Osborne is signed to the Rabadash Records label and the record label Alligator Records which is associated with the Blues .,Anders Osborne 's record label is Rabadash Records . Anders Osborne is signed to the record label Alligator Records which associated with the Blues .,Anders Osborne 's record label is Alligator Records . Alligator Records are associated with the Blues . Anders Osborne is signed to the Rabadash Records label .,4,3,0,25,23,1,6,0,2,5,0
206,False,Anders Osborne is signed to the Rabadash Records label and the record label Alligator Records which is associated with the Blues .,Anders Osborne is signed to the record label Alligator Records which associated with the Blues . Anders Osborne is signed to the Rabadash Records label .,Anders Osborne 's record label is Alligator Records . Alligator Records are associated with the Blues . Anders Osborne is signed to the Rabadash Records label .,4,3,0,25,23,1,6,0,2,5,0
207,True,"Abdul Taib Mahmud was born in Miri , Malaysia and succeeded Abdul Rahman Ya ` kub ( whose deputy is Stepehen Young Kuet Tze ) who was in office while Tuanku Bujang Tuanku Othman was Vice President .","Abdul Taib Mahmud was born in Miri , Malaysia . He succeeded Abdul Rahman Ya ` kub ( whose deputy is Stepehen Young Kuet Tze ) who was in office while Tuanku BujangTuanku Othman was Vice President .","Abdul Taib Mahmud was born in Miri , Malaysia . Abdul Rahman Ya ` kub , succeeded Abdul Taib Mahmud , and was in office while Tuanku Bujang Tuanku Othman was Vice President . Abdul Rahman Ya ` kub 's deputy is Stephen Yong Kuet Tze .",6,1,0,27,24,2,5,0,4,3,0
208,False,"Abdul Taib Mahmud was born in Miri , Malaysia and succeeded Abdul Rahman Ya ` kub ( whose deputy is Stepehen Young Kuet Tze ) who was in office while Tuanku Bujang Tuanku Othman was Vice President .","Abdul Taib Mahmud was born in Miri , Malaysia and was succeeded by Abdul Rahman Ya ` kub who was in office whilst Tuanku Bujang Tuanku Othman was Vice President . Abdul Rahman Ya ` kub 's deputy is Stephen Yong Kuet Tze .","Abdul Taib Mahmud was born in Miri , Malaysia . Abdul Rahman Ya ` kub , succeeded Abdul Taib Mahmud , and was in office while Tuanku Bujang Tuanku Othman was Vice President . Abdul Rahman Ya ` kub 's deputy is Stephen Yong Kuet Tze .",6,1,0,27,24,2,5,0,4,3,0
209,True,"Marv Wolfman and Walt Simonson created the comic book character Auron , whose full name is Lambien .",The comic book character Auron was created by Marv Wolfman and Walt Simonson . Auron 's full name is Lambien .,Auron was created by Marv Wolfman . Auron was created by Walt Simonson . The comic character Auron 's full name is Lambien .,3,4,0,28,26,3,4,0,1,6,0
210,False,"Marv Wolfman and Walt Simonson created the comic book character Auron , whose full name is Lambien .",Auron was created by both Marv Wolfman and Walt Simonson . The comic character Auron 's full name is Lambien .,Auron was created by Marv Wolfman . Auron was created by Walt Simonson . The comic character Auron 's full name is Lambien .,3,4,0,28,26,3,4,0,1,6,0
211,True,"The manager of FC Magdeburg is Jens Härtel , he played for FC Lokomotive Leipzig , for SV Germania Schoneiche , and has represented the club FC Sachsen Leipzig .",The manager of FC Magdeburg is Jens Härtel who played for FC Lokomotive Leipzig and SV Germania Schoneiche . Jens Hartel has represented the club FC SachsenLeipzig .,The manager of FC Magdeburg is Jens Härtel who played for 1. FC Lokomotive Leipzig . Jens Hartel plays for SV Germania Schoneiche . Jens Härtel has represented the club FC Sachsen Leipzig .,4,3,0,30,25,3,4,0,4,3,0
212,False,"The manager of FC Magdeburg is Jens Härtel , he played for FC Lokomotive Leipzig , for SV Germania Schoneiche , and has represented the club FC Sachsen Leipzig .",Jens Hartel plays for 1. FC Lokomotive Leipzig and SV Germania Schoneiche while also managing FC Magdeburg . Jens Härtel has represented the club FC Sachsen Leipzig .,The manager of FC Magdeburg is Jens Härtel who played for 1. FC Lokomotive Leipzig . Jens Hartel plays for SV Germania Schoneiche . Jens Härtel has represented the club FC Sachsen Leipzig .,4,3,0,30,25,3,4,0,4,3,0
213,True,Arrabbiata sauce is from Italy which has the capital city of Rome and is led by Pietro Grasso .,Arrabbiata sauce is from Italy where Pietro Grasso is the leader . Rome is the capital of Italy .,Arrabbiata sauce is from Italy . Pietro Grasso leads Italy . Rome is the capital of Italy .,3,4,0,20,23,4,3,0,2,5,0
214,False,Arrabbiata sauce is from Italy which has the capital city of Rome and is led by Pietro Grasso .,Arrabbiata sauce is from Italy which has the capital city of Rome . Pietro Grasso leads Italy .,Arrabbiata sauce is from Italy . Pietro Grasso leads Italy . Rome is the capital of Italy .,3,4,0,20,23,4,3,0,2,5,0
215,True,The Alfa Romeo 164 is assembled in Milan and is a related means of transportation to the Saab 9000 and the Lancia Thema as they are all cars .,The Alfa Romeo 164 is assembled in Milan . The Lancia Thema and the Saab 9000 are related means of transport in that they are both cars .,The Alfa Romeo 164 is assembled in Milan . The related transport to the Alfa Romeo 164 is the Lancia Thema . The Alfa Romeo 164 and the Saab 9000 are similar means of transport .,5,2,0,25,25,2,4,1,3,4,0
216,False,The Alfa Romeo 164 is assembled in Milan and is a related means of transportation to the Saab 9000 and the Lancia Thema as they are all cars .,The Alfa Romeo 164 which is assembled in Milan is the related transport to the Lancia Thema . The Alfa Romeo 164 and the Saab 9000 are similar means of transport .,The Alfa Romeo 164 is assembled in Milan . The related transport to the Alfa Romeo 164 is the Lancia Thema . The Alfa Romeo 164 and the Saab 9000 are similar means of transport .,5,2,0,25,25,2,4,1,3,4,0
217,True,"Adam Holloway was born in Faversham , Kent , England and he went to Magdalene College , Cambridge and joined the Grenadier Guards in the military before joining the Tories .",Adam Holloway was born in Faversham Kent . England and graduated from Magdalene College in Cambridge with an MA in Politics and the Conservative Party ( UK ) .,"Adam Holloway is a member of the Tories . Adam Holloway was born in Faversham , Kent , England and graduated from Magdalene College , Cambridge before joining the Grenadier Guards . Adam Holloway began his career on 5th May 2005 .",1,6,0,24,25,4,3,0,3,4,0
218,False,"Adam Holloway was born in Faversham , Kent , England and he went to Magdalene College , Cambridge and joined the Grenadier Guards in the military before joining the Tories .","Adam Holloway , who was born in Faversham , Kent , England , is a member of the Conservative Party in the UK . He studied at Magdalene College Cambridge before joining the Grenadier Guards and later starting his political career on 5th May 2005 .","Adam Holloway is a member of the Tories . Adam Holloway was born in Faversham , Kent , England and graduated from Magdalene College , Cambridge before joining the Grenadier Guards . Adam Holloway began his career on 5th May 2005 .",1,6,0,24,25,4,3,0,3,4,0
219,True,"Adam McQuaid was born in Canada , which is led by Elizabeth II and where Black Canadians are one of the ethnic groups .",Adam McQuaid was born in Canada where the leader is Elizabeth II . Black Canadians are one of the ethnic groups in Canada .,Adam McQuaid was born in Canada . Black Canadians are one of the ethnic groups of Canada . Elizabeth II is the leader of Canada .,5,1,1,25,21,5,2,0,5,2,0
220,False,"Adam McQuaid was born in Canada , which is led by Elizabeth II and where Black Canadians are one of the ethnic groups .",Canada is led by Elizabeth II and is where Adam McQuaid was born . Black Canadians are one of the ethnic groups of Canada .,Adam McQuaid was born in Canada . Black Canadians are one of the ethnic groups of Canada . Elizabeth II is the leader of Canada .,5,1,1,25,21,5,2,0,5,2,0
